0	0.1	1537	0	1417
0.1	0.2	41	1	9
0.2	0.3	10	2	2
0.3	0.4	5	1	1
0.4	0.5	6	1	1
0.5	0.6	472	2	1
0.6	0.7	822	1	0
0.7	0.8	75	10	0
0.8	0.9	50	37	0
0.9	1	193	62	2
