0	0.1	1808	4	1394
0.1	0.2	45	2	25
0.2	0.3	28	2	6
0.3	0.4	9	2	0
0.4	0.5	8	3	0
0.5	0.6	368	0	3
0.6	0.7	610	9	1
0.7	0.8	71	6	2
0.8	0.9	39	14	1
0.9	1	225	75	1
