0	0.1	1555	0	1414
0.1	0.2	261	0	13
0.2	0.3	72	0	5
0.3	0.4	6	1	0
0.4	0.5	6	1	0
0.5	0.6	469	2	1
0.6	0.7	555	2	0
0.7	0.8	34	9	0
0.8	0.9	41	28	0
0.9	1	212	74	0
