0	0.1	1544	0	1417
0.1	0.2	36	1	11
0.2	0.3	6	0	2
0.3	0.4	4	0	0
0.4	0.5	4	1	1
0.5	0.6	589	5	0
0.6	0.7	756	5	0
0.7	0.8	32	11	0
0.8	0.9	36	22	0
0.9	1	204	72	2
